Plot.id,Hexagon,Plot,Species,Live_status,DBH,Crown_class,Distance,Age.ca,Height,modelled.height2,Cruise_tree_class
H4P2,4,2,Sx: spruce hybrid,Down (Dead) (0-45%),19.6,1 (0-25% healthy),NA,NA,NA,20.69320472,9: Younger immature - Dead potential
H4P2,4,2,Other,Down (Dead) (0-45%),34.3,1 (0-25% healthy),NA,NA,NA,25.00521893,4: Dead useless
H4P2,4,2,Bl: subalpine fir,Standing (Live),16.2,4 (75-100% healthy),NA,NA,NA,19.77445468,8: Younger immature
H4P2,4,2,Bl: subalpine fir,Standing (Live),15.9,3 (50-75% healthy),NA,NA,NA,19.69480597,8: Younger immature
H4P2,4,2,D: alder,Standing (Live),9,3 (50-75% healthy),NA,NA,NA,17.926327,8: Younger immature
H4P2,4,2,D: alder,Snag (Dead) (45-90%) ,8.1,1 (0-25% healthy),NA,NA,NA,17.70462037,9: Younger immature - Dead potential
H4P2,4,2,Bl: subalpine fir,Standing (Live),9.7,4 (75-100% healthy),NA,NA,NA,18.10019573,8: Younger immature
H4P2,4,2,D: alder,Snag (Dead) (45-90%) ,10,1 (0-25% healthy),NA,NA,NA,18.175094,9: Younger immature - Dead potential
H4P2,4,2,Sx: spruce hybrid,Standing (Live),8.7,3 (50-75% healthy),NA,NA,NA,17.85219493,8: Younger immature
H4P2,4,2,Sx: spruce hybrid,Standing (Live),24.3,4 (75-100% healthy),NA,NA,NA,22.01185693,8: Younger immature
H4P2,4,2,Sx: spruce hybrid,Standing (Live),8,2 (25-50% healthy),NA,NA,NA,17.680114,8: Younger immature
H4P2,4,2,Sx: spruce hybrid,Standing (Live),12.1,1 (0-25% healthy),NA,NA,NA,18.70581797,8: Younger immature
H4P2,4,2,Sx: spruce hybrid,Standing (Live),16.6,4 (75-100% healthy),NA,NA,NA,19.88101052,8: Younger immature
H4P2,4,2,Sx: spruce hybrid,Standing (Live),23.1,4 (75-100% healthy),NA,NA,NA,21.66981637,8: Younger immature
H4P2,4,2,Bl: subalpine fir,Standing (Live),8.2,4 (75-100% healthy),NA,NA,NA,17.72915228,8: Younger immature
H4P2,4,2,Sx: spruce hybrid,Standing (Live),25.5,4 (75-100% healthy),NA,NA,NA,22.35757525,8: Younger immature
H4P2,4,2,Bl: subalpine fir,Standing (Live),9.3,3 (50-75% healthy),NA,NA,NA,18.00068893,8: Younger immature
H4P2,4,2,Sx: spruce hybrid,Snag (Dead) (45-90%) ,10.2,1 (0-25% healthy),NA,NA,NA,18.22515388,9: Younger immature - Dead potential
H4P2,4,2,Sx: spruce hybrid,Standing (Live),18.5,4 (75-100% healthy),NA,NA,NA,20.39273125,8: Younger immature
H4P2,4,2,Sx: spruce hybrid,Standing (Live),15.9,4 (75-100% healthy),NA,NA,NA,19.69480597,8: Younger immature
H4P2,4,2,Bl: subalpine fir,Standing (Live),17.1,4 (75-100% healthy),NA,NA,NA,20.01477997,8: Younger immature
H4P2,4,2,Bl: subalpine fir,Standing (Live),26.5,4 (75-100% healthy),NA,NA,NA,22.64848325,8: Younger immature
H4P2,4,2,Sb: black spruce,Standing (Live),14.3,4 (75-100% healthy),NA,NA,NA,19.27389493,8: Younger immature
H4P2,4,2,Bl: subalpine fir,Snag (Dead) (45-90%) ,16.7,1 (0-25% healthy),NA,NA,NA,19.90771333,9: Younger immature - Dead potential
H4P2,4,2,Sx: spruce hybrid,Standing (Live),27.2,4 (75-100% healthy),NA,NA,NA,22.85363848,8: Younger immature
H4P2,4,2,Bl: subalpine fir,Standing (Live),11.5,3 (50-75% healthy),NA,NA,NA,18.55303325,8: Younger immature
H4P2,4,2,Bl: subalpine fir,Standing (Live),7.8,3 (50-75% healthy),NA,NA,NA,17.63117788,8: Younger immature
H4P2,4,2,Bl: subalpine fir,Standing (Live),27.1,4 (75-100% healthy),NA,NA,NA,22.82425397,2: Older immature - Suspect
H4P2,4,2,Bl: subalpine fir,Standing (Live),15.1,3 (50-75% healthy),NA,NA,NA,19.48353317,8: Younger immature
H4P2,4,2,Sx: spruce hybrid,Standing (Live),25.7,4 (75-100% healthy),NA,NA,NA,22.41555253,8: Younger immature
H4P2,4,2,Bl: subalpine fir,Standing (Live),14.1,4 (75-100% healthy),NA,NA,NA,19.22174077,8: Younger immature
H4P2,4,2,Sx: spruce hybrid,Standing (Live),9.3,3 (50-75% healthy),NA,NA,NA,18.00068893,8: Younger immature
H4P2,4,2,Bl: subalpine fir,Standing (Live),14.3,4 (75-100% healthy),NA,NA,NA,19.27389493,8: Younger immature
H4P2,4,2,Bl: subalpine fir,Standing (Live),18.4,4 (75-100% healthy),NA,NA,NA,20.36556872,8: Younger immature
H4P2,4,2,Sx: spruce hybrid,Standing (Live),10.3,3 (50-75% healthy),NA,NA,NA,18.25022213,8: Younger immature
H4P2,4,2,Bl: subalpine fir,Standing (Live),18.5,4 (75-100% healthy),NA,NA,NA,20.39273125,8: Younger immature
H4P2,4,2,Sx: spruce hybrid,Standing (Live),22.9,4 (75-100% healthy),NA,NA,NA,21.61316717,8: Younger immature
H4P2,4,2,Bl: subalpine fir,Standing (Live),29.6,4 (75-100% healthy),NA,NA,NA,23.56652872,1: Older Immature
H4P2,4,2,Sx: spruce hybrid,Standing (Live),16.9,4 (75-100% healthy),NA,NA,NA,19.96119557,8: Younger immature
H4P2,4,2,Bl: subalpine fir,Snag (Dead) (45-90%) ,21.9,1 (0-25% healthy),NA,NA,NA,21.33145357,9: Younger immature - Dead potential
H4P2,4,2,Bl: subalpine fir,Standing (Live),29,4 (75-100% healthy),NA,NA,NA,23.386927,2: Older immature - Suspect
H4P2,4,2,Bl: subalpine fir,Standing (Live),22.3,4 (75-100% healthy),NA,NA,NA,21.44383253,8: Younger immature
H4P2,4,2,D: alder,Snag (Dead) (45-90%) ,8.5,1 (0-25% healthy),NA,NA,NA,17.80290125,9: Younger immature - Dead potential
H4P2,4,2,Bl: subalpine fir,Standing (Live),12.3,4 (75-100% healthy),NA,NA,NA,18.75695053,8: Younger immature
H4P2,4,2,D: alder,Standing (Live),8.6,2 (25-50% healthy),NA,NA,NA,17.82753532,8: Younger immature
H4P2,4,2,D: alder,Standing (Live),8.6,3 (50-75% healthy),NA,NA,NA,17.82753532,8: Younger immature
H4P2,4,2,Sx: spruce hybrid,Standing (Live),23.4,4 (75-100% healthy),NA,NA,NA,21.75498172,8: Younger immature
H4P2,4,2,Sx: spruce hybrid,Standing (Live),16.4,3 (50-75% healthy),NA,NA,NA,19.82768152,8: Younger immature
H4P2,4,2,Sx: spruce hybrid,Standing (Live),14.3,3 (50-75% healthy),NA,NA,NA,19.27389493,8: Younger immature
H4P2,4,2,Sx: spruce hybrid,Standing (Live),55.1,4 (75-100% healthy),9.4,120,30.4,32.04950917,5: Mature
H4P2,4,2,Sx: spruce hybrid,Standing (Live),46.6,4 (75-100% healthy),10.4,176,30.3,29.03732252,5: Mature
H4P2,4,2,Bl: subalpine fir,Standing (Live),36.8,4 (75-100% healthy),13.05,116,23.6,25.79346568,5: Mature
H4P2,4,2,Bl: subalpine fir,Standing (Live),33.9,4 (75-100% healthy),17.34,133,25.8,24.88058077,5: Mature
H4P1,4,1,Sx: spruce hybrid,Standing (Live),30.3,4 (75-100% healthy),NA,NA,NA,23.77722613,8: Younger immature
H4P1,4,1,Sx: spruce hybrid,Standing (Live),9.3,1 (0-25% healthy),NA,NA,NA,18.00068893,8: Younger immature
H4P1,4,1,Sx: spruce hybrid,Standing (Live),38.7,4 (75-100% healthy),NA,NA,NA,26.40320893,1: Older Immature
H4P1,4,1,Bl: subalpine fir,Standing (Live),9.1,4 (75-100% healthy),NA,NA,NA,17.95108877,8: Younger immature
H4P1,4,1,Sx: spruce hybrid,Standing (Live),29.5,3 (50-75% healthy),NA,NA,NA,23.53653125,1: Older Immature
H4P1,4,1,Sx: spruce hybrid,Standing (Live),14.2,3 (50-75% healthy),NA,NA,NA,19.24780508,8: Younger immature
H4P1,4,1,Sx: spruce hybrid,Standing (Live),20.7,4 (75-100% healthy),NA,NA,NA,20.99676853,1: Older Immature
H4P1,4,1,Bl: subalpine fir,Standing (Live),23.7,4 (75-100% healthy),NA,NA,NA,21.84037693,1: Older Immature
H4P1,4,1,Sx: spruce hybrid,Standing (Live),7.5,2 (25-50% healthy),NA,NA,NA,17.55796525,8: Younger immature
H4P1,4,1,Bl: subalpine fir,Standing (Live),12.1,3 (50-75% healthy),NA,NA,NA,18.70581797,8: Younger immature
H4P1,4,1,Bl: subalpine fir,Standing (Live),33.7,4 (75-100% healthy),NA,NA,NA,24.81841493,2: Older immature - Suspect
H4P1,4,1,Sx: spruce hybrid,Standing (Live),12,2 (25-50% healthy),NA,NA,NA,18.68029,8: Younger immature
H4P1,4,1,Sx: spruce hybrid,Standing (Live),24.1,4 (75-100% healthy),NA,NA,NA,21.95459477,1: Older Immature
H4P1,4,1,Sx: spruce hybrid,Standing (Live),8.8,1 (0-25% healthy),NA,NA,NA,17.87688008,8: Younger immature
H4P1,4,1,Sx: spruce hybrid,Standing (Live),12.9,2 (25-50% healthy),NA,NA,NA,18.91096117,8: Younger immature
H4P1,4,1,Sx: spruce hybrid,Standing (Live),18.8,3 (50-75% healthy),NA,NA,NA,20.47437208,8: Younger immature
H4P1,4,1,Sx: spruce hybrid,Standing (Live),13.8,3 (50-75% healthy),NA,NA,NA,19.14370108,8: Younger immature
H4P1,4,1,Sx: spruce hybrid,Snag (Dead) (45-90%) ,15,1 (0-25% healthy),NA,NA,NA,19.457239,9: Younger immature - Dead potential
H4P1,4,1,Bl: subalpine fir,Standing (Live),15.1,4 (75-100% healthy),NA,NA,NA,19.48353317,8: Younger immature
H4P1,4,1,Bl: subalpine fir,Standing (Live),46,2 (25-50% healthy),NA,NA,NA,28.83167,5: Mature
H4P1,4,1,Sx: spruce hybrid,Standing (Live),15.3,2 (25-50% healthy),NA,NA,NA,19.53619813,8: Younger immature
H4P1,4,1,Sx: spruce hybrid,Standing (Live),50.6,4 (75-100% healthy),NA,NA,NA,30.43183612,5: Mature
H4P1,4,1,Bl: subalpine fir,Standing (Live),33.2,4 (75-100% healthy),NA,NA,NA,24.66344728,1: Older Immature
H4P1,4,1,Bl: subalpine fir,Standing (Live),48.2,4 (75-100% healthy),NA,NA,NA,29.59022428,5: Mature
H4P1,4,1,Sx: spruce hybrid,Standing (Live),10.9,4 (75-100% healthy),NA,NA,NA,18.40116797,8: Younger immature
H4P1,4,1,Bl: subalpine fir,Standing (Live),25.2,4 (75-100% healthy),NA,NA,NA,22.27080088,1: Older Immature
H4P1,4,1,Bl: subalpine fir,Standing (Live),22.7,3 (50-75% healthy),NA,NA,NA,21.55662013,2: Older immature - Suspect
H4P1,4,1,Sx: spruce hybrid,Standing (Live),8.1,1 (0-25% healthy),NA,NA,NA,17.70462037,8: Younger immature
H4P1,4,1,Sx: spruce hybrid,Standing (Live),51.5,4 (75-100% healthy),NA,NA,NA,30.75123325,2: Older immature - Suspect
H4P1,4,1,Bl: subalpine fir,Standing (Live),9.1,1 (0-25% healthy),NA,NA,NA,17.95108877,8: Younger immature
H4P1,4,1,Bl: subalpine fir,Standing (Live),13.8,2 (25-50% healthy),NA,NA,NA,19.14370108,8: Younger immature
H4P1,4,1,Sx: spruce hybrid,Standing (Live),21.3,3 (50-75% healthy),NA,NA,NA,21.16365133,8: Younger immature
H4P1,4,1,Bl: subalpine fir,Snag (Dead) (45-90%) ,26.5,1 (0-25% healthy),NA,NA,NA,22.64848325,3: Older Immature. Dead Potential
H4P1,4,1,Sx: spruce hybrid,Standing (Live),15.7,2 (25-50% healthy),NA,NA,NA,19.64183453,8: Younger immature
H4P1,4,1,Bl: subalpine fir,Standing (Live),55.2,4 (75-100% healthy),NA,NA,NA,32.08604488,1: Older Immature
H4P1,4,1,Sx: spruce hybrid,Standing (Live),9.8,2 (25-50% healthy),NA,NA,NA,18.12513628,8: Younger immature
H4P1,4,1,Sx: spruce hybrid,Standing (Live),15.7,4 (75-100% healthy),NA,NA,NA,19.64183453,8: Younger immature
H4P1,4,1,Sx: spruce hybrid,Standing (Live),15.6,4 (75-100% healthy),NA,NA,NA,19.61538712,8: Younger immature
H4P1,4,1,Sx: spruce hybrid,Standing (Live),42.4,4 (75-100% healthy),NA,NA,NA,27.61706312,1: Older Immature
H4P1,4,1,Bl: subalpine fir,Standing (Live),38.5,4 (75-100% healthy),NA,NA,NA,26.33859125,1: Older Immature
H4P1,4,1,Bl: subalpine fir,Standing (Live),47.8,4 (75-100% healthy),13.36,115,27.2,29.45138588,1: Older Immature
H4P1,4,1,Sx: spruce hybrid,Standing (Live),55,4 (75-100% healthy),5.75,120,33.4,32.012999,1: Older Immature
H4P1,4,1,Sx: spruce hybrid,Standing (Live),45.8,4 (75-100% healthy),5.74,65,32,28.76332348,8: Younger immature
H4P1,4,1,Bl: subalpine fir,Standing (Live),61.3,4 (75-100% healthy),11.27,132,36.3,34.36301933,1: Older Immature
H4P1,4,1,Bl: subalpine fir,Down (Dead) (0-45%),41.9,1 (0-25% healthy),NA,NA,NA,27.45098557,4: Dead useless
H4P1,4,1,Sx: spruce hybrid,Standing (Live),12,2 (25-50% healthy),NA,NA,NA,18.68029,8: Younger immature
H4P1,4,1,Bl: subalpine fir,Down (Dead) (0-45%),34.1,1 (0-25% healthy),NA,NA,NA,24.94284877,3: Older Immature. Dead Potential
H3P2,3,2,Sx: spruce hybrid,Down (Dead) (0-45%),36,1 (0-25% healthy),NA,NA,NA,25.53949,9: Younger immature - Dead potential
H3P2,3,2,Bl: subalpine fir,Down (Dead) (0-45%),28.3,1 (0-25% healthy),NA,NA,NA,23.17855373,3: Older Immature. Dead Potential
H3P2,3,2,Other,Down (Dead) (0-45%),25.7,1 (0-25% healthy),NA,NA,NA,22.41555253,4: Dead useless
H3P2,3,2,Other,Down (Dead) (0-45%),40.7,1 (0-25% healthy),NA,NA,NA,27.05500453,4: Dead useless
H3P2,3,2,Other,Down (Dead) (0-45%),30.8,1 (0-25% healthy),NA,NA,NA,23.92849048,4: Dead useless
H3P2,3,2,Bl: subalpine fir,Down (Dead) (0-45%),36.5,1 (0-25% healthy),NA,NA,NA,25.69803325,9: Younger immature - Dead potential
H3P2,3,2,Bl: subalpine fir,Standing (Live),25.9,4 (75-100% healthy),NA,NA,NA,22.47363197,8: Younger immature
H3P2,3,2,Bl: subalpine fir,Standing (Live),18.4,2 (25-50% healthy),NA,NA,NA,20.36556872,8: Younger immature
H3P2,3,2,Bl: subalpine fir,Standing (Live),27.2,4 (75-100% healthy),NA,NA,NA,22.85363848,8: Younger immature
H3P2,3,2,Bl: subalpine fir,Standing (Live),27,3 (50-75% healthy),NA,NA,NA,22.794895,8: Younger immature
H3P2,3,2,Bl: subalpine fir,Standing (Live),14.6,2 (25-50% healthy),NA,NA,NA,19.35231772,8: Younger immature
H3P2,3,2,Bl: subalpine fir,Standing (Live),21.4,4 (75-100% healthy),NA,NA,NA,21.19155452,8: Younger immature
H3P2,3,2,Sx: spruce hybrid,Snag (Dead) (45-90%) ,10.2,1 (0-25% healthy),NA,NA,NA,18.22515388,8: Younger immature
H3P2,3,2,Bl: subalpine fir,Standing (Live),9,2 (25-50% healthy),NA,NA,NA,17.926327,8: Younger immature
H3P2,3,2,Bl: subalpine fir,Standing (Live),20.2,4 (75-100% healthy),NA,NA,NA,20.85840188,8: Younger immature
H3P2,3,2,Sx: spruce hybrid,Standing (Live),12.5,4 (75-100% healthy),NA,NA,NA,18.80818525,8: Younger immature
H3P2,3,2,Sx: spruce hybrid,Standing (Live),15.6,2 (25-50% healthy),NA,NA,NA,19.61538712,8: Younger immature
H3P2,3,2,Bl: subalpine fir,Standing (Live),10,1 (0-25% healthy),NA,NA,NA,18.175094,8: Younger immature
H3P2,3,2,Bl: subalpine fir,Snag (Dead) (45-90%) ,47.7,1 (0-25% healthy),NA,NA,NA,29.41674013,7: Mature - Dead potential
H3P2,3,2,Ep: paper birch,Standing (Live),27.5,4 (75-100% healthy),NA,NA,NA,22.94194525,1: Older Immature
H3P2,3,2,Bl: subalpine fir,Standing (Live),7.8,2 (25-50% healthy),NA,NA,NA,17.63117788,8: Younger immature
H3P2,3,2,Bl: subalpine fir,Standing (Live),22.7,4 (75-100% healthy),NA,NA,NA,21.55662013,1: Older Immature
H3P2,3,2,Bl: subalpine fir,Snag (Dead) (45-90%) ,15.8,1 (0-25% healthy),NA,NA,NA,19.66830748,9: Younger immature - Dead potential
H3P2,3,2,Bl: subalpine fir,Standing (Live),23.6,2 (25-50% healthy),NA,NA,NA,21.81188632,8: Younger immature
H3P2,3,2,Sx: spruce hybrid,Standing (Live),9.4,3 (50-75% healthy),NA,NA,NA,18.02552732,8: Younger immature
H3P2,3,2,Sx: spruce hybrid,Standing (Live),13.5,4 (75-100% healthy),NA,NA,NA,19.06589125,8: Younger immature
H3P2,3,2,Ep: paper birch,Standing (Live),21.3,4 (75-100% healthy),NA,NA,NA,21.16365133,1: Older Immature
H3P1,3,1,Other,Down (Dead) (0-45%),49,1 (0-25% healthy),NA,NA,NA,29.869127,4: Dead useless
H3P1,3,1,Other,Down (Dead) (0-45%),21,1 (0-25% healthy),NA,NA,NA,21.080095,4: Dead useless
H3P1,3,1,Other,Down (Dead) (0-45%),23,1 (0-25% healthy),NA,NA,NA,21.641479,4: Dead useless
H3P1,3,1,Other,Down (Dead) (0-45%),24.2,1 (0-25% healthy),NA,NA,NA,21.98321308,4: Dead useless
H3P1,3,1,Other,Down (Dead) (0-45%),24.2,1 (0-25% healthy),NA,NA,NA,21.98321308,4: Dead useless
H3P1,3,1,Bl: subalpine fir,Down (Dead) (0-45%),23.2,1 (0-25% healthy),NA,NA,NA,21.69817928,9: Younger immature - Dead potential
H3P1,3,1,Other,Down (Dead) (0-45%),50,1 (0-25% healthy),NA,NA,NA,30.220054,4: Dead useless
H3P1,3,1,Other,Down (Dead) (0-45%),51,1 (0-25% healthy),NA,NA,NA,30.573535,4: Dead useless
H3P1,3,1,Other,Down (Dead) (0-45%),33.1,1 (0-25% healthy),NA,NA,NA,24.63253037,4: Dead useless
H3P1,3,1,Bl: subalpine fir,Standing (Live),15.4,1 (0-25% healthy),NA,NA,NA,19.56256892,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),12.1,3 (50-75% healthy),NA,NA,NA,18.70581797,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),19.2,4 (75-100% healthy),NA,NA,NA,20.58358408,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),10.5,2 (25-50% healthy),NA,NA,NA,18.30043525,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),15.4,1 (0-25% healthy),NA,NA,NA,19.56256892,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),16.4,3 (50-75% healthy),NA,NA,NA,19.82768152,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),18.8,3 (50-75% healthy),NA,NA,NA,20.47437208,8: Younger immature
H3P1,3,1,Sx: spruce hybrid,Standing (Live),12.5,2 (25-50% healthy),NA,NA,NA,18.80818525,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),29.5,4 (75-100% healthy),NA,NA,NA,23.53653125,1: Older Immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),9.5,1 (0-25% healthy),NA,NA,NA,18.05039125,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),18.5,2 (25-50% healthy),NA,NA,NA,20.39273125,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Snag (Dead) (45-90%) ,8.1,1 (0-25% healthy),NA,NA,NA,17.70462037,8: Younger immature
H3P1,3,1,Sx: spruce hybrid,Standing (Live),21.7,3 (50-75% healthy),NA,NA,NA,21.27541733,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),19.1,4 (75-100% healthy),NA,NA,NA,20.55624277,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Snag (Dead) (45-90%) ,9.8,1 (0-25% healthy),NA,NA,NA,18.12513628,4: Dead useless
H3P1,3,1,Bl: subalpine fir,Standing (Live),9,1 (0-25% healthy),NA,NA,NA,17.926327,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),14.6,3 (50-75% healthy),NA,NA,NA,19.35231772,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Snag (Dead) (45-90%) ,10.2,1 (0-25% healthy),NA,NA,NA,18.22515388,9: Younger immature - Dead potential
H3P1,3,1,Bl: subalpine fir,Snag (Dead) (45-90%) ,8.8,1 (0-25% healthy),NA,NA,NA,17.87688008,4: Dead useless
H3P1,3,1,Bl: subalpine fir,Standing (Live),21.2,4 (75-100% healthy),NA,NA,NA,21.13577368,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),13.8,2 (25-50% healthy),NA,NA,NA,19.14370108,8: Younger immature
H3P1,3,1,Sx: spruce hybrid,Standing (Live),16.5,3 (50-75% healthy),NA,NA,NA,19.85433325,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),13.9,4 (75-100% healthy),NA,NA,NA,19.16968877,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),10.3,1 (0-25% healthy),NA,NA,NA,18.25022213,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),13.5,3 (50-75% healthy),NA,NA,NA,19.06589125,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),10.3,1 (0-25% healthy),NA,NA,NA,18.25022213,8: Younger immature
H3P1,3,1,Sx: spruce hybrid,Standing (Live),8.8,3 (50-75% healthy),NA,NA,NA,17.87688008,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),24,4 (75-100% healthy),NA,NA,NA,21.926002,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Snag (Dead) (45-90%) ,10.2,1 (0-25% healthy),NA,NA,NA,18.22515388,9: Younger immature - Dead potential
H3P1,3,1,Bl: subalpine fir,Standing (Live),11.8,1 (0-25% healthy),NA,NA,NA,18.62931068,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),16.3,2 (25-50% healthy),NA,NA,NA,19.80105533,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),14.7,2 (25-50% healthy),NA,NA,NA,19.37850973,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),13.1,1 (0-25% healthy),NA,NA,NA,18.96250237,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Snag (Dead) (45-90%) ,10.4,1 (0-25% healthy),NA,NA,NA,18.27531592,9: Younger immature - Dead potential
H3P1,3,1,Ep: paper birch,Standing (Live),23.3,4 (75-100% healthy),NA,NA,NA,21.72656773,5: Mature
H3P1,3,1,Bl: subalpine fir,Standing (Live),26.7,4 (75-100% healthy),NA,NA,NA,22.70697133,8: Younger immature
H3P1,3,1,Sx: spruce hybrid,Standing (Live),26.6,2 (25-50% healthy),NA,NA,NA,22.67771452,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),10.2,2 (25-50% healthy),NA,NA,NA,18.22515388,7: Mature - Dead potential
H3P1,3,1,Sx: spruce hybrid,Standing (Live),33.1,3 (50-75% healthy),NA,NA,NA,24.63253037,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),17.2,3 (50-75% healthy),NA,NA,NA,20.04161048,8: Younger immature
H3P1,3,1,Sx: spruce hybrid,Standing (Live),18.9,3 (50-75% healthy),NA,NA,NA,20.50163677,8: Younger immature
H3P1,3,1,Sx: spruce hybrid,Standing (Live),15.5,2 (25-50% healthy),NA,NA,NA,19.58896525,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Snag (Dead) (45-90%) ,21.5,1 (0-25% healthy),NA,NA,NA,21.21948325,9: Younger immature - Dead potential
H3P1,3,1,Fd: douglas-fir,Snag (Dead) (45-90%) ,51.6,1 (0-25% healthy),NA,NA,NA,30.78684952,4: Dead useless
H3P1,3,1,Bl: subalpine fir,Standing (Live),17.7,3 (50-75% healthy),NA,NA,NA,20.17614613,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),15.9,2 (25-50% healthy),NA,NA,NA,19.69480597,8: Younger immature
H3P1,3,1,Sx: spruce hybrid,Standing (Live),18.1,3 (50-75% healthy),NA,NA,NA,20.28423437,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),22.5,4 (75-100% healthy),NA,NA,NA,21.50017525,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),16.8,2 (25-50% healthy),NA,NA,NA,19.93444168,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),19.4,2 (25-50% healthy),NA,NA,NA,20.63834332,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),12.9,1 (0-25% healthy),NA,NA,NA,18.91096117,8: Younger immature
H3P1,3,1,Ep: paper birch,Standing (Live),9.3,4 (75-100% healthy),NA,NA,NA,18.00068893,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Snag (Dead) (45-90%) ,7.6,1 (0-25% healthy),NA,NA,NA,17.58234392,9: Younger immature - Dead potential
H3P1,3,1,Bl: subalpine fir,Standing (Live),21.7,3 (50-75% healthy),NA,NA,NA,21.27541733,8: Younger immature
H3P1,3,1,Sx: spruce hybrid,Standing (Live),22.6,4 (75-100% healthy),NA,NA,NA,21.52838492,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),19.6,3 (50-75% healthy),NA,NA,NA,20.69320472,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),18.5,4 (75-100% healthy),NA,NA,NA,20.39273125,8: Younger immature
H3P1,3,1,Sx: spruce hybrid,Standing (Live),23.1,3 (50-75% healthy),NA,NA,NA,21.66981637,8: Younger immature
H3P1,3,1,Ep: paper birch,Standing (Live),22.2,4 (75-100% healthy),NA,NA,NA,21.41569948,5: Mature
H3P1,3,1,Ep: paper birch,Standing (Live),28.1,4 (75-100% healthy),NA,NA,NA,23.11924837,5: Mature
H3P1,3,1,Bl: subalpine fir,Snag (Dead) (45-90%) ,8.3,1 (0-25% healthy),NA,NA,NA,17.75370973,9: Younger immature - Dead potential
H3P1,3,1,Bl: subalpine fir,Standing (Live),18,4 (75-100% healthy),NA,NA,NA,20.257174,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),12.4,2 (25-50% healthy),NA,NA,NA,18.78255512,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),10.2,2 (25-50% healthy),NA,NA,NA,18.22515388,8: Younger immature
H3P1,3,1,Sx: spruce hybrid,Standing (Live),21.9,3 (50-75% healthy),NA,NA,NA,21.33145357,8: Younger immature
H3P1,3,1,Sx: spruce hybrid,Standing (Live),27.5,4 (75-100% healthy),NA,NA,NA,22.94194525,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),10.8,1 (0-25% healthy),NA,NA,NA,18.37594648,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),11.3,2 (25-50% healthy),NA,NA,NA,18.50230933,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),19.9,3 (50-75% healthy),NA,NA,NA,20.77568837,8: Younger immature
H3P1,3,1,Ep: paper birch,Standing (Live),18.7,4 (75-100% healthy),NA,NA,NA,20.44713293,1: Older Immature
H3P1,3,1,Sx: spruce hybrid,Standing (Live),12.5,2 (25-50% healthy),NA,NA,NA,18.80818525,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),8.8,4 (75-100% healthy),NA,NA,NA,17.87688008,8: Younger immature
H3P1,3,1,Bl: subalpine fir,Standing (Live),14,3 (50-75% healthy),NA,NA,NA,19.195702,8: Younger immature
